==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
6.96967s  50.431us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [12175]
6.96972s  35.200us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12183]
6.96977s  29.504us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12191]
6.96980s  42.144us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12199]
6.96984s  41.856us           (3604 1 1)       (128 1 1)        18        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12207]
6.96989s  3.0400us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [12223]
6.96990s  100.74us            (113 2 1)       (128 1 1)       124  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_small_nn_v1 [12224]
6.97000s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [12228]
6.97000s  52.032us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [12260]
6.97006s  35.392us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12268]
6.97010s  29.600us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12276]
6.97013s  41.856us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12284]
6.97017s  44.512us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12321]
6.97020s  232.16us           (1024 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1         7  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12310]
6.97042s  48.416us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12313]
6.97045s  293.57us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [12325]
6.97071s  312.67us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [12317]
6.97098s  46.208us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12327]
6.97104s  64.320us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12319]
6.97108s  41.440us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_r2c_32x32<float, bool=0, unsigned int=0, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12337]
6.97111s  46.496us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=0>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12329]
6.97114s  292.48us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        14  maxwell_gcgemm_32x32_nt [12341]
6.97139s  312.80us            (4 1 544)        (64 1 1)       128  12.000KB        0B         -           -           -           -  Tesla P100-PCIE         1        13  maxwell_gcgemm_32x32_nt [12333]
6.97167s  39.456us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        14  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12343]
6.97171s  43.008us            (120 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1        13  void fft2d_c2r_32x32<float, bool=0, bool=0, unsigned int=0, bool=0, bool=0>(float*, float2 const *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int) [12335]
6.97175s  2.1120us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [12365]
6.97176s  50.720us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [12397]
6.97181s  35.040us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12405]
6.97184s  29.376us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12413]
6.97187s  42.048us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12421]
6.97192s  41.792us           (3604 1 1)       (128 1 1)        18        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12429]
7.00743s  2.4640us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [12448]
7.00744s  100.32us            (113 2 1)       (128 1 1)       124  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_small_nn_v1 [12449]
7.00754s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [12453]
7.00760s  50.528us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [12485]
7.00765s  34.912us           (3604 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12493]
7.00769s  30.176us           (3604 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [12501]
7.00772s  41.792us           (3604 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [12509]
7.00786s  237.50us           (1024 1 1)       (512 1 1)        64        0B  35.063KB         -           -           -           -  Tesla P100-PCIE         1         7  void fft2d_r2c_32x32<float, bool=0, unsigned int=1, bool=1>(float2*, float const *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int) [12535]
